uniqueId,date,name,school,type,rating,tuition_fee,acceptance_rate
134289279138880,,LAW342,Wharton,non-Stem,5,22390,83.07
134289279138928,2022-02-26,CS6332,Caltech,Stem,3,15362,82.82
134289279139024,2022-02-10,CS4382,Caltech,Stem,5,17274,91.65
134289279138832,2022-05-10,MAN6382,Yale,non-Stem,4,19077,88.24
134289279138736,2022-01-28,LAW102,Wharton,non-Stem,4,18354,99.47
134289279138640,2022-04-26,MAN6332,Yale,non-Stem,5,15874,99.95
134289279138688,2022-01-21,CS4382,Caltech,Stem,5,15112,
134289279134464,2022-02-06,LAW302,Wharton,non-Stem,5,19551,93.1
134289279138592,2022-02-03,LAW102,Wharton,non-Stem,4,21047,
134289279130336,2022-04-07,MAN4382,Yale,non-Stem,4,16096,86.38
134289279139648,2022-04-06,LAW302,Wharton,non-Stem,2,18501,93.59
134289279135760,2022-03-14,LAW342,Wharton,non-Stem,4,18473,95.19
134289279135664,2022-07-19,CS4382,Caltech,Stem,2,16501,86.87
134289279135568,2022-03-04,LAW102,Wharton,non-Stem,4,15184,82.51
134289279135616,2022-07-22,MAN6332,Yale,non-Stem,5,17274,95.7
134289279135712,2022-02-13,MAN4382,Yale,non-Stem,3,19504,91.75
134289279133696,2022-01-21,MAN6332,Yale,non-Stem,3,27721,84.33
134289279133888,2022-09-08,CS4382,Caltech,Stem,5,16174,89.89
134289279133936,2022-01-19,MAN6332,Yale,non-Stem,5,18337,98.67
134289279134080,2022-01-20,CS6382,Caltech,Stem,5,17143,93.67
134289279133456,2022-01-19,CS6382,Caltech,Stem,4,15739,98.69
134289279133504,2022-07-07,LAW302,Wharton,non-Stem,5,21322,79.03
134289279134272,2022-02-01,MAN6382,Yale,non-Stem,5,15049,88.75
134289279134368,2022-06-02,CS6332,Caltech,Stem,5,15040,87.09
134289279134848,2022-07-23,MAN4382,Yale,non-Stem,3,17906,85.98
134289279134656,2022-01-21,MAN4382,Yale,non-Stem,4,15145,80.38
134290184618432,2022-01-11,LAW302,Wharton,non-Stem,2,16042,66.85
134290184624288,2022-01-16,MAN4382,Yale,non-Stem,5,20254,95.6
134290184629280,2022-03-03,LAW342,Wharton,non-Stem,4,22739,93.87
134290184631488,2022-01-06,CS6332,Caltech,Stem,5,22897,96.05
134290184631584,2022-06-02,CS6332,Caltech,Stem,5,20000,94.69
134290184624192,2022-01-28,CS6332,Caltech,Stem,4,20849,85.32
134290184624240,2022-01-12,CS4382,Caltech,Stem,5,16197,80.25
134290184620928,2022-01-28,CS6332,Caltech,Stem,4,15153,94.54
134290184630432,2022-09-10,MAN4382,Yale,non-Stem,4,17533,90.96
134290184630576,2022-01-15,CS6332,Caltech,Stem,4,24861,91.69
134290184630816,2022-04-07,LAW102,Wharton,non-Stem,4,16331,99.3
134290184630528,2022-08-25,CS6382,Caltech,Stem,3,15148,64.13
134290184631104,2022-03-22,LAW302,Wharton,non-Stem,4,18732,98.12
134290184631056,2022-02-23,CS6382,Caltech,Stem,4,21161,89.37
134290184620304,2022-04-17,LAW302,Wharton,non-Stem,4,15394,93.85
134290184622656,2022-03-09,CS4382,Caltech,Stem,3,19011,95.67
134290184622368,,LAW342,Wharton,non-Stem,5,21590,95.09
134290184622608,2022-04-22,CS6332,Caltech,Stem,4,17551,81.5
134290184622560,2022-06-29,LAW302,Wharton,non-Stem,4,18746,99.54
134290184622752,2022-03-12,MAN4382,Yale,non-Stem,2,21442,91.66
134290184622800,,CS6332,Caltech,Stem,4,16802,90.7
134290184620832,2022-02-19,MAN6332,Yale,non-Stem,4,15350,
134290184626832,2022-03-13,LAW302,Wharton,non-Stem,4,17391,93.39
134290184626736,2022-01-04,CS4382,Caltech,Stem,4,15726,86.97
134290184626928,2022-03-06,MAN6332,Yale,non-Stem,5,16223,95.14
134290184621312,2022-03-27,LAW342,Wharton,non-Stem,3,24920,96.99
134290184618960,2022-03-16,CS4382,Caltech,Stem,3,18897,84.13
134290184626256,2022-06-20,CS6332,Caltech,Stem,3,17467,89.81
134290184623664,2022-02-10,LAW102,Wharton,non-Stem,3,22898,91.28
134290184620016,2022-06-07,LAW302,Wharton,non-Stem,4,21795,94.09
134290184626160,2022-04-09,CS4382,Caltech,Stem,2,20045,73.25
134290184621552,2022-01-31,CS6332,Caltech,Stem,3,20305,99.52
134290184627120,2022-08-08,LAW102,Wharton,non-Stem,,16466,96.09
134290184618048,2022-01-13,CS4382,Caltech,Stem,3,15892,85.02
134290184619296,2022-06-03,CS4382,Caltech,Stem,5,28061,94.49
134290184620448,,CS6382,Caltech,Stem,3,18183,79.36
134290184618720,2022-04-05,LAW342,Wharton,non-Stem,4,24222,84.54
134290184623136,2022-06-08,MAN4382,Yale,non-Stem,4,16991,91.32
134290184620496,,MAN4382,Yale,non-Stem,4,23920,97.3
134290184621504,2022-01-15,CS4382,Caltech,Stem,5,26222,
134290184622128,2022-02-09,MAN4382,Yale,non-Stem,5,21133,72.94
134290184621648,2022-01-21,LAW302,Wharton,non-Stem,3,22552,90.76
134290184621984,2022-01-22,CS6332,Caltech,Stem,5,15906,95.6
134290184620400,2022-01-02,LAW302,Wharton,non-Stem,4,24770,91.1
134290184630960,,MAN6382,Yale,non-Stem,5,19505,94.59
134290184630480,2022-06-22,CS4382,Caltech,Stem,5,17554,86.7
134290184630672,2022-08-02,LAW302,Wharton,non-Stem,4,17420,78.75
134290184630384,2022-05-21,MAN6332,Yale,non-Stem,4,19371,95.46
134290184618144,2022-04-26,CS6332,Caltech,Stem,2,18865,76.01
134290184632304,2022-03-27,CS6332,Caltech,Stem,5,25272,78.92
134290184632400,2022-01-15,CS6332,Caltech,Stem,,16454,82.64
134290184632352,2022-01-09,CS6382,Caltech,Stem,4,16302,80.56
134290184621792,2022-02-11,MAN6382,Yale,non-Stem,4,20650,75.94
134290184628032,2022-02-06,LAW342,Wharton,non-Stem,5,15718,91.92
134290184626400,2022-03-06,CS4382,Caltech,Stem,5,,95.71
134290184628752,2022-02-24,CS4382,Caltech,Stem,,17772,77.2
134290184628224,2022-03-02,CS6332,Caltech,Stem,4,15808,89.91
134290184626352,2022-11-06,MAN6382,Yale,non-Stem,4,16303,86.85
134290184625872,2022-01-21,CS6382,Caltech,Stem,5,21684,96.67
134290184621696,2022-02-13,CS6382,Caltech,Stem,4,16297,88.23
134290184628704,2022-02-18,CS4382,Caltech,Stem,1,15059,67.25
134290184628128,2022-03-02,MAN4382,Yale,non-Stem,5,17341,92.2
134290184626592,2022-03-15,CS6382,Caltech,Stem,4,15026,99.64
134290184627984,2022-02-22,MAN6332,Yale,non-Stem,3,19021,99.21
134290184628560,2022-06-16,CS4382,Caltech,Stem,4,21718,98.33
134290184628320,2022-04-26,MAN4382,Yale,non-Stem,4,19060,96.54
134290184628272,2022-05-14,MAN6332,Yale,non-Stem,5,,79.92
134290184628080,2022-05-27,LAW102,Wharton,non-Stem,2,18010,75.67
134290184628176,2022-06-03,CS6382,Caltech,Stem,4,21116,89.36
134290184627936,2022-01-29,LAW102,Wharton,non-Stem,5,16196,90.85
134290184625632,2022-02-16,LAW302,Wharton,non-Stem,3,22437,99.9
134290184629184,2022-04-19,LAW102,Wharton,non-Stem,3,17218,88.96
134290184625392,2022-04-29,LAW302,Wharton,non-Stem,4,22932,77.45
134290184625440,2022-06-10,MAN6382,Yale,non-Stem,3,16213,95.75
134290184625536,2022-01-17,MAN6382,Yale,non-Stem,2,18678,83.48
134290184625584,2022-04-24,CS6382,Caltech,Stem,3,21785,95.18
134290184619536,2022-01-03,MAN6382,Yale,non-Stem,4,17315,93.94
134290184628944,2022-01-13,LAW342,Wharton,non-Stem,5,16329,92.07
134290184629232,,CS6382,Caltech,Stem,4,17806,94.34
134290184630000,2022-01-09,LAW102,Wharton,non-Stem,3,24982,97.8
134290184629136,2022-04-19,LAW302,Wharton,non-Stem,3,16289,92.1
134290184629616,2022-06-24,MAN4382,Yale,non-Stem,,22316,88.71
134290184626448,,CS6382,Caltech,Stem,3,16023,91.24
134290184630624,2022-01-16,MAN6382,Yale,non-Stem,4,25780,94.58
134290184630912,2022-02-02,LAW302,Wharton,non-Stem,4,16534,98.53
134290184628368,2022-04-15,CS6332,Caltech,Stem,3,16049,94.74
134290184630288,2022-05-06,MAN4382,Yale,non-Stem,5,18507,91.5
134290184630336,2022-03-03,MAN4382,Yale,non-Stem,5,15707,93.3
134290184630144,2022-04-11,LAW302,Wharton,non-Stem,4,15468,96.79
134290184630096,2022-05-21,MAN4382,Yale,non-Stem,4,20857,99.81
134290184630240,2022-03-22,MAN4382,Yale,non-Stem,4,17369,85.99
134290184632016,2022-03-25,LAW342,Wharton,non-Stem,3,15379,96.84
134290184631632,2022-02-22,CS4382,Caltech,Stem,5,15952,88.08
134290184622224,2022-04-12,MAN6332,Yale,non-Stem,2,,98.22
134290184628800,2022-03-15,LAW102,Wharton,non-Stem,4,17311,69.44
134290184628848,2022-05-29,CS6382,Caltech,Stem,4,15978,96.43
134290184626496,2022-02-02,LAW302,Wharton,non-Stem,4,18377,98.4
134290184625776,2022-01-02,CS6332,Caltech,Stem,4,17976,98.11
134290184625728,2022-02-02,MAN6332,Yale,non-Stem,5,16650,85.7
134290184625824,2022-03-06,MAN4382,Yale,non-Stem,3,18766,74.32
134290184626688,2022-05-10,MAN6332,Yale,non-Stem,5,15031,79.98
134290184626784,2022-01-31,MAN6332,Yale,non-Stem,,19257,88.9
134290184618240,2022-01-22,LAW102,Wharton,non-Stem,5,15856,98.87
134290184618816,2022-03-13,CS4382,Caltech,Stem,3,15358,88.08
134290184618288,2022-04-23,CS6382,Caltech,Stem,4,15590,92.0
134290184618192,2022-03-27,MAN6332,Yale,non-Stem,5,19422,97.82
134290184632160,2022-02-10,LAW102,Wharton,non-Stem,3,19333,92.82
134290184621888,2022-05-03,CS6332,Caltech,Stem,3,,86.89
134290184631968,2022-03-18,MAN6332,Yale,non-Stem,4,16632,98.5
134290184618096,2022-01-23,CS6382,Caltech,Stem,4,19944,81.35
